sentence	level
一中队战机脱离编队攻击敌轰炸机群。	7
冷凝将气体或蒸汽转化成液体的过程	7
市政官古罗马民选的行政官，负责公共事务及游艺活动并且监管市场、粮食及用水供应	7
这个记者很想知道那位官员是否涉及此案。	6
增加税收归结起来将造成很多困难.	6
政府力求今年把通货膨胀率再减低百分之二.	7
该国正进行备战[准备打仗].	7
机械装置一个简单装置，如杠杆、滑轮或斜面刨，可以改变作用力的大小或方向或同时改变；简单机械装置	7
那位生物学家先把标本染色, 然後再通过显微镜进行观察.	5
呼吸气量测定器；肺活量计用以测量肺部吸入或呼出空气的力量或体积的一种仪器	6
闪光泡一种内部装有铝箔或镁箔的精细碎片的玻璃灯泡，用电点燃以发出短暂的高强度闪光，从而拍摄照片	7
路到这里变窄了.	7
税务局：这里是涉外分局。	6
这列火车半夜出轨了。	6
一个过时的火车机车	1
夏季伦敦有很多游客。	7
乘飞机旅行前他紧张不安。	5
春天树木发芽了.	7
信徒们都赶往清真寺。	6
他自幼学小提琴.	5
雨后气温下降了。	4
他搜索枯肠找话说.	7
学生们手牵手站成一排。	6
我父亲刚出去散步，但半个钟点后就要回来。	3
酒鬼好比威士忌瓶，全是脖子跟肚子而没脑子。	7
我手里还有一些牌。	3
丰年时人人都吃得饱。	3
春雨带来了夏日百花。	2
那种浅底小船叫小舟。	7
我解答不了这个难题。	3
每个学生发了一本课本。	3
我正想洗出一两块抹布。	7
这是一个寒冷的早晨。	4
他登上王位时才八岁。	4
当地政府一位官员来看他。	4
恐龙已绝种几百万年了。	3
他照大小顺序排列这些书。	4
外面的高温真让人难以忍受。	5
桃上有一层细毛.	5
他们打开水库的闸门。	7
那些不忠分子脱党另组了一个新党.	6
这个把柄松了.	7
口袋裂开了, 大米撒出来了.	7
他找到住房之前, 在我家寄膳.	7
黄昏时分她常常坐在花园里。	6
老鹰抓住小鸡飞走了。	7
他们是一群笨蛋.	4
他推着手推车沿路走过。	6
这两个村子相距三英里。	4
画笔用于画画的刷子	4
犯人趁着天黑逃跑了。	7
将地上的谷粒捡起来。	7
小船沉没在波涛之中。	7
橡胶是从树中提取的。	7
我想要开个定期存款帐户。	7
猎人捕获了一只豪猪。	7
他倚著一棵树.	7
那儿有些彩色的气球。	3
那个抄写员辛勤工作来养家。	5
他们穿着各式各样的旧衣服。	3
人们涌出了车站.	7
伤口慢慢愈合了.	7
灯光在黑暗中闪耀。	6
草上沾满了露珠.	7
我错了，我愿为此承担责任。	4
今年的复活节来得早.	2
立方体有六个面.	3
她穿着半透明丝质长袍。	7
那些人被控扰乱治安.	5
这样，这架飞机才能升高，并在距山头四百英尺的高度飞越山顶。	4
可兑换成日元的美金	7
那篝火只有余烬尚存。	4
头一天下过一场暴雨，这时空气仍然很清新。	6
那篇长篇演说很郑重其事。	7
那鸟膨起了羽毛.	7
他们行使了内阁否决权。	7
【谚】井干方知水可贵。	6
她被判犯有诈骗罪.	7
她感到一阵头晕目眩.	6
单身养老金领取者的征税起点是450美元。	6
那个战士自告奋勇去站岗。	6
犯人挖地道逃跑了.	6
这个小村庄美如仙境。	7
那鹿逃入了丛林深处。	7
中提琴是一种弦乐器.	7
她明年选修法语.	3
轻微的肿胀或肿块	7
法庭听取了证词.	3
他已潜逃出境.	6
他倚著门柱.	7
获胜者得到了奖品.	4
汽车冲下了悬崖.	7
他乞求法官开恩.	7
柩车装运棺材去教堂或墓地的车辆	7
无产者无产阶级的一员；产业工人	4
暴风雨之后是一片沉静。	6
那个凶手向司法部门投案自首。	6
地面向海岸倾斜.	6
凹圆形凹陷的线脚	7
不定代名词的。用于代词	3
挡风玻璃上结了霜.	7
青少年经常反潮流而动.	4
荒芜或边远的农田	7
姜、 肉豆蔻、 肉桂、 胡椒、 丁香都是常用的香料.	7
今天海面风浪很大.	3
火车隆隆地驶出郊区。	7
民兵民兵织中的一员	5
官僚主义已变得僵化了。	7
罗杰斯和哈默斯坦的音乐喜剧　南太平洋　.	7
（用以护堤、坝等的）柴排，沉排，沉床荆棘和杆子的密织席，用于保护堤、坝，使不受侵蚀	7
她装成柔弱女性.	7
曼彻斯特联队在一场友谊比赛中击败了凯尔特队。	7
采牡蛎者捉、养殖或专卖牡蛎的人	7
饼烤胡了.	5
登山队员在半山腰扎营.	6
有警方管执法.	5
燕子在空中掠过.	7
塑胶有时可以替代皮革。	5
孩子们应学会储蓄。	7
航道有浮标标明.	6
医生献身于医治病人。	5
入侵者打败了土著居民.	6
霍索恩美国新泽西州东北部一自治村镇，位于帕特森东北偏北。主要为住宅区，有多种轻工业。人口17，084	7
苏丹非洲北部一地区，位于赤道以北，撒哈拉大沙漠以南，从大西洋沿岸横贯大陆至埃塞俄比亚山脉	7
同函奉上55美元书款支票一张，外加每册14分邮费在内。请查收。	7
警方来到时, 他慌忙逃走[夺门而逃]了.	6
我与彼得情思未断之际, 却遇上了哈里又生恋情.	5
希伯莱圣经；托位包括伯莱经典的一大部书籍，用于宗教仪式时向人们布道	7
这是一次严重的撞车事故，但幸好无人死亡。	6
往来交往个人或群体间的交往或交际	3
一切均将取决於这些会谈的结果.	4
董事长打算从本次议事日程中去掉两个议事项目	7
他们祈求上帝把他们从危险中拯救出来。	7
导向装置用作指向物或用来调整运动方向或运行的装置，如尺子、调整片或栅栏	6
火车时刻编排得可与渡轮运行时刻衔接.	7
如果货物品质不好，则理应向制造商提出控诉。	5
法官职位，法官权力法官的职位或权力（权限）	4
注解，注释，评注评注或注解的行为或过程	4
信封内装有几份附件。	4
他们住进同一家旅馆。	2
他们爆发出一阵笑声。	6
我们绕远道驾车回家。	5
布郎太太以好客闻名。	4
本身行为不正, 则不宜批评别人.	4
家谱祖先录；家族树	7
炸弹把那座建筑夷为平地。	7
整个地形十分平坦.	5
董事会原则上同意这个项目。	7
我们顺著草坡滑下去.	6
委员会一致同意拒绝这项申请。	5
空运货物费用十分昂贵。	7
尽量不要过于为此烦恼。	7
罪犯被推上绞架吊死。	7
警方汽艇招呼我们停下来。	7
我们游遍全国各地.	3
因无人维持秩序, 教室里一片混乱.	7
协议对双方具有约束力。	5
这位参议员投票支持总统。	4
他们计划组织一次科学考察。	5
墙壁因地震而倾斜。	6
由于管理有方，农场兴旺发达。	6
狼总是成群猎食.	7
羚羊跑起来速度惊人。	4
熄灯後不许说话.	7
交通因浓雾而受阻。	7
落日把天空染成金色。	5
股市上股票价格暴跌.	6
当地地主常常虐待农民。	7
他们拿起武器保卫祖国。	6
俄国于是对土耳其宣战。	7
这名士兵善于吹笛子。	7
教堂内严禁摄影.	5
示威者与警察发生冲突.	6
总统必须当众宣誓就职.	7
该报道对缺乏安全预防措施一事严加指责.	5
新法例广获赞同.	4
部队已准备发起攻击。	6
背离既定路线者；阴谋破坏者采用不同路线，进行分裂或从事破坏活动的人	6
隔膜，隔壁将某一器官，如子房或果实分成几个室的分隔物	6
大门一种构造，可被摇晃、牵引或降低，从而堵塞一出口或一过道	7
链球由重16磅（7。2千克）的金属球和一条长链或木把手组成，人手持链端或把手在田径比赛中将其投远以争高低	7
这架军用飞机着陆前在着陆跑道上空盘旋了一阵。	6
从这个角度来看, 画中的女子面带微笑.	4
什麽事都不要依靠他－－他光会说空话。	4
从圣坛窃取耶稣受难像是亵渎神灵的行为.	7
这个参赛者下定决心无论如何要赢得500公尺赛跑的胜利。	4
理事会成员们意见相左，分成自由和保守两个阵营	4
大学生们积极投入开展反对核武器的运 动。	5
虽然绵羊看起来很相像，但那位老人仍能一一区别。	7
那些部队进入敌人领土所表现出来的放肆令人厌恶。	7
不要逾期不缴房租, 否则会被逐出.	7
对投资期限较长者可获百分之二的奖励.	5
风把雪吹积成长埂, 堵塞了道路.	6
在午饭时间, 值班教师负责维持校内秩序.	7
该杂志被归类成淫秽出版物，已被海关没收。	7
敌军发动袭击，结果反陷入我方伏击而被歼灭。	7
石油化工产品现在已占所有化学制品的四分之一，十年后预计这个数目还要加倍。	4
铜合金铜与锡、锑、磷或其物质构成的一种合金，含锡，也可不含锡	7
警察局说该局反对非执法人员私自执法，可是辖区警员及当地居民对该［警卫］公司的策略颇感兴趣。	7
春天般的或具春天特色的	3
科学家们正在寻找一种新元素。	6
没有人会责怪你打牌消遣。	7
冬天他们得节省燃料.	4
这纸魔术般地变成了绿色。	7
摇滚乐声震屋宇，从客厅传来。	6
在伦敦遭空袭时, 有很多老百姓遇难.	7
附言，续篇如一本书或一篇文章正文后的附加信息	4
这个作家不太擅长写对白。	7
这是一个令人沮丧的日子。	7
我以零售方式买来这些牛奶。	4
他一再缺课使人担忧.	6
女老前辈一个团体中最年长或地位最高的女性	5
看到一个乞丐跨进一辆闪亮的奔驰轿车我惊愕不已。	7
租金已到期, 你的支票来到真是喜从天降!	4
他们要制止富人掠夺穷人。	7
我找到几个助手散发传单.	3
他们使用紫外线灯杀死害虫。	5
这台仪器监听病人的心跳。	6
亮光招引了很多昆虫.	7
别说这种荒唐话了!	7
一只鹰在高空盘旋.	7
他心乱如麻难以镇定下来.	6
蟾蜍外表丑陋，但很有用。	7
夏季的水塘中，芙蓉盛开。	7
谷粒禾谷类作物的一个颗粒	7
公务信件在早晨开启.	5
往事一齐涌上我心头.	7
河水泛滥（溢过堤岸）了.	7
现今的时装式样变换很快。	3
落叶盘旋著飘到了地上.	7
这辆汽车後部在碰撞中造成很大的凹陷.	7
恐怖分子越过边境逃走了.	7
军方发动了一场政变.	5
法郎的兑换价要调高.	7
你已发过誓要保密.	7
歧视黑人仍是普遍现象.	7
试用照相机斜著照, 照出来的相片更有意思.	5
磷肥含有磷化合物的一种化肥	4
西斯廷教堂的壁画举世闻名.	7
伦巴舞是拉丁美洲的舞蹈.	7
英国队和意大利队并列第二.	4
她一生献身于研究舞蹈。	6
人民受军政府的压迫.	5
一般而言，女性寿命较男性长。	5
她控告某报刊登诽谤性文字。	7
他因违犯绝密条例, 成了处罚对象.	6
尸体俯卧在血泊中.	7
中间休息时有些点心（如冰激凌、 炸土豆片、 巧克力）.	7
幕后牵线者如木偶戏中牵金属线或棉线的人	6
女王加冕礼仪很隆重.	7
震荡剧烈的掸击；震荡	7
该病起初是器质性疾患.	6
飞机猛然俯冲致使驾驶员昏厥。	7
他眼看著他们行将失败, 快乐得直搓手.	7
针灸，针刺疗法，针刺麻醉以细针扎入身体特定部位以减轻疼痛或诱导局部麻醉的方法	7
灯塔每一分钟发出两次信号。	6
有时这个病人疼得哭起来。	2
清晨地里覆盖着一层白霜。	7
我们不能赞同这种事.	4
开会时气氛显得有些兴奋。	6
他朝著树枝（不停地）砍, 直到砍下为止.	7
好收成与坏收成交替更迭。	7
发票为到岸价35英镑.	7
那个牡蛎把壳合拢起来。	7
强迫推行一项政策不是办法。	6
人类采用一切手段保持生态平衡。	6
这种理论与已知事实不符。	4
警察大批出动，以制止骚乱。	7
囚犯对被控罪名再三否认。	7
他们要求示威者和平解散.	6
新法令明日起实行.	5
这个中心提供各种娱乐活动设施。	6
炊事员把罐头食品分给所有登山队员。	7
法官将于明天做出判决。	4
总计费用为500英镑.	7
仪表标明为5500单位.	6
利率常以周期方式浮动。	6
＂Belong＂习惯上与""to""搭配。	6
用于修饰或说明经由通道到通道适配器连接的处理部件，通过这些适配器在处理机之间传递控制信息。参阅tightly－coupled。	5
推销员竭力怂恿我, 说可以节省一大笔取暖费用.	7
她双腿仍有些软弱无力, 但总的情况尚好.	5
檐槽把雨水从房顶排走的水槽，装在屋檐边或檐下	7
保龄球一种较重的轻度削平的大木球，以使球斜进滚动	7
那架喷气式飞机低飞掠过房顶, 隆隆声把大家吓了一跳.	7
石脑油一种高度挥发性的易燃液态碳氢化合物混合物，从石油、煤焦油和天然气中提炼出来，并用作石油、溶剂和制造各种化合物中	7
把门朝后绑牢，它在风里不停地来回砰砰作响。""	7
马林诺团体斯基，布伦尼斯洛·卡斯佩1884－1942波兰裔英国人类社会学家，坚持认为习俗和信仰具有特定的社会功能	7
战栗不由自主地颤动或抖动，如由于神经或虚弱等原因	7
德国西面与法国接壤, 南与瑞士为邻.	7
场后围栏用于阻止球被投出或打出比赛场地的一种屏障或栅栏，如在棒球比赛中	6
农民们在地里收割（作物）.	7
窑用于加硬，燃烧或烘干物料如谷物、粗粉或粘土的各式的小窑，特指用来焙干或烧陶器的砖砌的窑	7
试从不同的角度来看这件事。	2
他每次将一粒花生扔进嘴里。	7
这条街比那条街宽三倍。	4
那个家族拥有一座气派的大厦。	7
他们通过一条小路爬到山上。	2
他追求简已有六个月之久.	4
他们从远处赶来参观这个展览会。	5
造反的人经大赦释放回家.	4
她去世後全家人极为悲痛.	5
便条简短的便条或备忘字条	3
她已刻苦攻读法语数月.	6
元旦那天他们都感到宿醉头痛。	5
议会将在下周辩论国有化议题。	4
那鹅愤怒地向我发出嘶嘶声.	7
他们严密监视他，惟恐他会逃脱。	6
其它与此相关或相似的一种瓜	4
哪位法官（将）审理这案件?	6
两个棍棒相互摩擦能起火.	7
战争带来的必然结果就是生产力下降。	4
他们正在建设一条海底电缆隧道。	7
火药易爆炸的混合物，如弹药	6
他们出动军队包围了该城.	5
我队已有资格进入半决赛.	3
电视机设定在10点钟自动打开。	3
小路漫漫消失在密林深处.	5
还魂尸借还魂术复活的尸体	7
前线，前沿阵地最靠近敌人的战斗区；前线	6
殖民地人民反抗他们的英国统治者。	6
波浪撞击著港口的墙基.	6
古罗马帝国征服了欧洲大部分.	7
这座建筑物有旗子作装饰.	6
钳子，夹子敲弯用的某物，如夹钳	7
附属物，辅助物附加于他物的处于附属或从属地位的物品	5
今年夏季农作物成熟得早.	4
这所房屋已处于荒废的状态。	7
通道挖掘或探测而成的道路	7
支柱，支持物生命力赖以释放的动原	6
镜头慢慢移动拍摄房间全景.	5
忘却、遗忘忘却、遗忘的状态；遗忘	4
抗议者藐视官方的示威禁令.	6
毛虫能变成蝴蝶或蛾子.	4
观众必须于序曲演奏前入座。	6
电灯灭了, 因线路上用电器超负荷把保险丝烧断了.	7
这个国家原料大部分靠进口.	4
近来我们一些大城市中罪案频繁。	6
人类经数千年才文明开化.	3
那个吸血鬼依附于他人希望获得钱财。	5
因风雪交加道路上混乱不堪.	7
这家旅馆为旅客提供订票服务。	4
人们误以为选修语言课程较轻松“	4
此剧系由一部小说改编而成。	4
统治权一国对于他国之支配权力	4
委员会建议著手起草新法规.	5
两国间贸易因战争而中断.	5
裁判员判定决赛双方分数相同.	5
搅动混合物而使粉末溶化.	7
由喙部为红色这一特点可以辨认出其为雄性（以区别於雌性）.	7
水产养殖在控制条件下，科学、艺术及商业性培植海水或淡水食用鱼或介壳类，如牡蛎、蛤、鲑及鳟鱼	7
正方形有四条边，而圆形没有边。	4
英吉利海峡把英法两国分隔开来.	7
砂浆托板一种用来托起和盛放石造物浆泥的有柄四方板	7
我国的对外贸易近年来已有极大发展.	5
大元帅某一国内所有武装部队的最高统帅	4
我晕船, 恨不得立刻上岸.	6
他们坐在凉亭里，边喝茶边聊天。	7
他们不敢走入森林中阴暗的深处。	4
（欧洲）大陆人有性生活，英国人则有热水瓶。	7
很多富户都因那次金融危机而家道中落。	6
财产于1998年将归还原所有人。	4
熬几个晚上对任何人绝无害处.	7
警察向来往车辆打信号，示意缓慢前行。	4
他窥探著四周，直至见到警察走开。	7
操纵这台机器要转动这个把手.	6
参观者川流不息地向这所房子走来.	7
上个月数百名妇女儿童死于叛军的炮火。	7
指引物，指针用来作向导的事物	4
她举起一根手指放在唇边，示意肃静。	7
东部地区处于东面的区域或地带	5
她落选後其影响力大为降低.	4
这些柱子支撑著屋顶的重量.	6
她病後显得苍白、 清瘦.	7
这种用法现亦逐渐多见於现在时态。	7
王宫发言人刚宣布了一项声明.	6
乘长途汽车唯一可取之处就是旅费便宜.	5
皮制品任一种由压平上光或鞣制过的皮制成的物品或部件	3
是否可在此购买观光巴士券？	6
梳麻针排用来分开亚麻纤维的梳子	7
微陨星微小的陨星颗粒，特指大量坠向地球或月球表面的微陨星	7
火山灰火山爆发喷射出来的粉末状颗粒物质	7
犯罪行为的根源是否始自幼时?	6
裁军谈判的最新情况怎麽样?	5
镇上的面粉场主以优质面粉著称。	6
政府的现行方针後患无穷.	6
动脉内膜炎动脉内层膜的炎症	7
政府拟采取措施严禁在足球比赛中闹事。	7
介词在词典中略作 “prep”。	6
在那次战役中，坦克常常用来起支援作用；像机动炮那样掩护步兵。	7
把九号车床调好来车这个新活塞。	6
他们把那栋房屋分成许多套住房。	7
这套装置必须经过试验之后才能投产。	4
税务法非常复杂，只有专家才能解释清楚。	6
土豆可先煮至半熟再烤.	6
玛丽因工作得不到赏识而灰心丧气.	6
政府计画严格限制今年公费开支.	4
法律界人士对变革总是加以抵制.	6
步兵黎明时开始进入战斗位置.	7
磁北极与磁北极互相排斥.	7
该项目因缺乏资金而告吹.	5
最后公民们奋起反抗残忍的统治者们，将他们逐出国，并夺取了政权。	6
这里晚间没有什麽活动的迹象.	7
罩，防护罩用于脸或头的保护性覆盖物	7
那个小男孩第一次会将汉字慢慢地读出来。	3
一直向前走过了教堂，约莫半英里就是体育场。	7
那位职员用算盘将上周的花销计算出来。	4
穿过拱门, 沿著那条路走.	7
但这并没有使他们动摇或退缩。	4
这家商店获许，可经销啤酒、葡萄酒及烈酒。	5
他们没有采取行动，表明他们对这个问题不感兴趣。	4
两村相距一英里, 我家在中间.	4
这本书被翻译成多种译文并行销全球。	4
为什麽允许这些人随意进入该地?	6
这一地区的入室盗窃案件似有增无已.	7
一个青年因偷窃罪而在刑事庭受审。	7
这次袭击成功, 拿下了堡垒.	7
这旅馆可供达500位来宾住宿.	5
政府正为处理失业问题的另一计画拨款.	6
他被判犯有毒品罪而遭驱逐出境.	7
分析显示溶液中有几格令的砷.	7
地方法官准许[不准]他保释.	4
工厂的扩展意味著将增雇六十名工人.	7
这种疫苗用以为全体居民预防传染病.	7
忽视银行经理来函, 後果堪虑.	7
他们因趣味相投很快就变得十分融洽。	7
委员会一些成员对这项提议持保留态度。	5
这名参议员因逃避缴纳所得税而受到指责。	7
两艘宇宙飞船将於轨道上（互相）连接.	7
该学说已受到怀疑；该理论已过推翻。	4
快点吧, 你们这一对恩爱情侣!	7
票据交换结算总额票据交换所中每天进行的交易总额	6
他们在海上十天之後首次看到陆地.	4
机车喷出一股蒸气後就停了下来.	7
当　外面悬挂著三个球的标记.	6
摄影机准备好了吗? 好, 开拍!	5
曲率极限当弧长趋向于零时该曲率的极限	7
装订术，业装订书本的技艺、行业或职业	3
这个餐馆有公共卫生部门官员定期前来检查.	4
五百名造反者被俘获并缴了械.	7
她经过住院治疗後, 前往海滨养病.	7
宣言，公告官方或权威性的宣布；公告或法令	6
工会领袖号召抗议那天全体会员积极参加.	6
这块湿地不够坚实, 不能在上面走.	4
那鱼轻咬[浮向/咬著了/吞下了]鱼饵.	7
正方形有四个角儿; 立方体有八个角儿.	3
那狗扑向我时, 我用棍子自卫.	7
＂商务剑桥英语考试一部分是笔试，一部分是口试。＂	6
她在今年奥运会女子马拉松赛跑中赢得金牌.	7
他竖起大衣领子, 匆匆冒雨出去了.	7
他径直前往拉各斯, 未在内罗毕停留.	7
折叠式婴儿浴盆一种商标名，用于婴儿的轻便洗澡用具	7
｀小便＇是｀排尿＇的委婉语.	7
这一会议可视为两党走向进一步联合的第一步.	6
殊品，完人，绝代佳人卓越无比的完美事物或美人；完人	7
到这次新闻发布时, 贸易量已达到最低点。	5
很难弄清楚他们那套官僚体制全部细微的层次分别。	7
＂局长看上去彷佛挺厉害，但他心地正直。＂	6
泥土被洪水冲走, 露出光秃秃的岩石.	7
该保险单对大多数损坏投保但不保机器的自然损耗。	6
轰炸之後, 只剩下几所房子没倒塌.	7
比尔先唱独唱部分, 然後大家一起合唱.	5
她从球穴区的边缘轻击三次（以图将球打入穴中）.	7
它具有操作灵活简便、功能强大、多任务、多线程、以及即插即用等特性。	6
警察分局位于管区内并对其行使管辖权的警察局	7
国际法这一领域, 不熟悉其复杂性则寸步难行.	5
临床生物医学应用于临床医学的自然科学原理，尤指生物学与生理学	5
有些人生就一副好嗓子, 有些人则需要训练.	7
该代理机构每年可为约2000名秘书安排工作.	4
颤音两个相距一个音或半个音的音的迅速交替	7
我是专指永久居民而言, 以别於临时访客.	4
由于患有“运动员心脏”症，西蒙没有通过警方医务处的体格检查。	6
流行乐团迷跟随摇滚乐队巡回演出的迷恋者，尤指年轻女性	7
弹簧铗用来调整或关闭柔软管道的夹子，尤指实验室设备	7
半场某些体育比赛被划分成两个阶段，其中之一被称为半场	4
彗星象行星一样绕太阳运转，然而其轨道呈狭长的椭圆形。	7
吸气剂以少量加入化学或冶金过程中用来吸收杂质的物质	7
金银线镶边衣物的装饰必镶边，如流通带、饰带或金属珠子	7
对一组使用新药, 对另一组则使用旧药以资对照.	4
他们重踏著脚步穿过厨房走来, 留下了肮脏的脚印.	6
那狗正在睡觉, 听到有人唤它, 猛地惊醒过来.	7
他们继续往下钻, 终於找到了一些天然气的气阱.	7
碳14原子氧化生成二氧化碳，向四周散去并与低空的大气混合。	7
水晶石石英断片，直径4到64毫米（0。16到2。51英寸），尤指天然圆形的石英颗粒	7
水门事件包括共和党官员滥用权力、违背公众信任、贿赂、蔑视国会及企图防碍司法的丑闻	7
吊床一种易摆动的吊床或躺椅，用帆布或厚网挂在两树或别的支撑物之间	7
合同，契约两个或两个以上当事人之间达成的一种协议，尤指具有法律效力的书面协议	7
踏板一种由脚操纵带动圆周运动的踏板或杠杆，如制陶者的陶车或缝纫机的踏板	7
主要活动如下: 第一项, 总裁讲话; 第二项, 秘书做解答; 第三项, 主席做总结.	5
甘地，穆罕达斯·卡拉姆昌德1869－1948印度民族主义者和精神领袖，推动了非暴力不抵抗运动并迫使英国于1947年允许印度独立，被一个印度教狂热分子暗杀	7
不要大家一齐说!	3
这里说的话必须保密。	4
足球队输球后球迷们在街上聚众闹事。	4
她穿着一件黑色丝质晚礼服。	7
我很後悔不该说那话.	5
哨兵们都已各就各位.	7
村民们撑起摇摇欲坠的茅棚。	7
标枪在空中沿曲线运动.	6
有些新车在投放市场前没有进行行驶性检验。	5
出版商们总吹捧他们的新书	7
侵略军在那里横行霸道，杀人放火，抢劫财物。	7
工人们正在道路下面铺设管道。	6
这个城市没有盗贼。	7
伤口用绷带包扎着。	7
有些小炊具非但没有用处反而碍事。	7
火车缓缓地进站。	4
碰巧在附近有个公用电话亭。	7
【谚】一根筷子易折断，十根筷子硬如铁。	5
那条街经常交通阻塞。	6
用混凝土砌砖.	7
我登台演出前总要温习一下台词.	4
这种新药还没有投放市场。	4
雨水从树上滴下.	6
冷天出门时要披上披肩。	5
酒存放得越久越醇。	7
这种豌豆长着长豆荚。	4
这种新型空调没有噪音。	7
这个病人应该隔离.	4
这些药丸可以止痛.	7
他们集资到一大笔款子。	5
炭笔画用这种炭笔画成的速描或画	7
愿主赐福于你们大家。	7
花岗伟晶岩一种有时富含铀、钨和钽等稀有元素的粗纹理花岗岩	7
商人向他们供应货物。	4
壁炉凸出在外，伸入房间。	7
【谚】先还债，后慷慨。	7
战士们发誓战斗到底。	7
抽彩仪式星期六举行.	6
货款可以分期支付.	5
在暴动中，农奴们以赤手空拳对付钢枪铁炮。	7
讣闻死亡后发表的通告，有时附有死者简要传记	6
这个商人收到了一船茶叶。	4
这是一个黑暗无月的夜晚。	4
那两个情人只是偷偷地会面。	5
这封信只用一张纸写成。	3
这个工人用一个铁箍修桶。	7
这个瘤不是恶性的.	7
这个词是一种野兽的名称。	7
这个和尚穿着灰色的僧袍。	7
我不会解这个方程式.	3
神父听取那个青年的忏悔。	5
大卫的家离环球剧院很近。	3
一个流浪汉来到门前讨饭吃。	3
从高处往下看, 那些农田像是几何图案.	6
用那样的花招欺负一个老太太, 可真卑鄙.	7
现代战争并不是好玩的事。	4
车轮在泥路上留下凹痕。	7
从一副牌中任意选出一张	6
这盘菜配有什锦泡菜.	7
那老人好容易喘著气说出几句话。	7
她多才多艺, 能歌善舞.	3
英军的阵线被迫后退一段距离。	5
一位老式汽车收藏家要弗兰克留神1906年产的煤气前灯。	7
他们中大多数侨民是爱国主义者。	7
那楝房屋下陷约十公分。	6
一个竭力鼓吹自由主义的政治家	7
螺纹接口用于接合电气装置和引出盒的螺纹接口	7
现在房屋大多用电照明.	3
玩具店就是幼儿的乐园.	4
大街两旁的梧桐树已冒芽长叶。	7
这家商店供应各种野营用品。	6
洁白如雪""是明喻。	7
到这时，罗马帝国已日益衰败。	7
海水拍打著悬崖的底部。	7
他们应该设法阻止价钱上涨。	5
劫匪假装成保安人员进入银行。	7
滚石不生苔；转业不聚财。	5
占星家声称能预知祸福.	7
水色宝石的透明度及光洁度	6
仆人唱名通报史密斯先生来访。	7
该舰队正在波罗的海演习.	7
空中爆炸炸弹或炮弹的空中爆炸	6
牧师在圣坛前行鞠躬礼.	7
牙科医生常常给患者补牙.	6
军队按时沿边界巡逻.	7
他这个人做事一不做二不休--向慈善事业捐款不捐则已, 一捐就是一大笔.	7
那种鸟雄鸟的喙呈橙色, 与雌鸟不同.	7
请各位将酒杯斟满, 向新娘、 新郎祝酒!	4
变频器将无线电讯号从一种频率转换成另一种频率的电子装置	6
州议院议员马里兰州、弗吉尼亚州和西弗吉尼亚州三州国会议员中的众议院议员	7
薄皮，薄膜如生物膜或液体膜等细薄的皮或膜	6
陶瓷学制作陶瓷物品的工艺或技术，尤指用耐火粘土制	7
大浪在堤上冲出一个缺口.	7
长颈鹿从高高的树上吃掉嫩树叶子。	7
大猫叼著小猫的颈背.	7
药物有时具有令人不快的副作用。	6
那个贼偷偷（从後门）溜出去了.	7
这一公约并没有促进国际和平。	4
这家戏院只能容纳250人.	6
把德语课本翻到第28页。	5
出租人可驱逐不付租金的承租人。	7
这使我想起那句俗话，“三思而后行”。	4
部队已在几个地点登陆.	4
下议院凌晨三时仍在开会.	7
他本是国王的幸臣, 一朝失宠众人无不感到意外.	7
这种液体天冷时凝结得快些.	7
他们有三个队员防守球门.	4
陪审团做出被告无罪的裁决.	6
趋向总体的倾向、动向或进程	6
他立正敬礼，鞋后跟发出咔嗒一声。	5
珠母般的具有珍珠般的光泽的	7
难民处境惨苦真叫我牵肠割肚.	7
火车一开, 一阵凉风吹来, 我们顿感凉爽.	6
主管人，尤指大学校长或学院院长	5
克鲁格金币南非共和国发行的一盎司金币	7
现在分娩时常用硬膜外注射.	6
孩子们早已吃掉不少食物.	2
警方向群众呼吁不要惊慌.	7
医生无法解释高烧何以持久不退.	4
这些鲜红色窗帘显得棕色地毯黯然失色。	7
这样严竣的法令不易实施.	7
今年的葡萄酒产量前景不佳.	6
时钟鸣响声打破了寂静.	7
警察用探照灯照射这所房子.	6
商店连同其商誉一并出售.	6
齿隙两齿之间的间隙或空隙	7
装甲部队部署装甲车辆的战斗部队，如坦克	7
道路[通道]畅通吗?	6
他们举起拳头向领袖致敬.	7
心律失常不规则的心跳强度或节奏	6
我靠父母扶养勉强过活.	7
堤坝建成後水已加深.	7
电力供应已在电源处截断.	6
飞机猛然俯冲致使驾驶员昏厥.	7
他们须通过齐膝的烂泥和堆积物, 磕磕绊绊来到遇难者身旁.	7
截导管这种管子的一部分或一段	6
首席书记官某些法院中的最高书记官	4
八条大道从广场呈辐射形伸展出去。	7
现实生活并不象人们想象的那样美好。	3
国会拨款两百万英镑作为防治水灾之用。	7
大多数松木燃烧时都发出断裂声。	6
他们最後相互亲吻而分离.	7
火箭绕地球运行一周后返回基地。	6
隽语一个简明，机智，常常似是而非的陈述	7
他走出法庭时耷拉著脑袋.	4
阳光穿过棱镜时将分解成各种颜色。	7
在进入喷嘴之前，蒸汽处于高压状态。	7
她激情已逝, 无从心回意转.	7
茅屋用木杆搭成，上面以草席覆盖。	7
交付将立法议案交归委员会的行动	5
他挥霍无度, 难怪总欠债.	7
据报道说这种疾病破坏中枢神经系统。	7
